OS_Berufs4Steller_RGS
Datum;RGSCode;RGSName;Berufs4Steller;Berufs4StellerBez;Bestand;
2024-12-31;419;Wels;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;11;
2024-12-31;419;Wels;B7787;B7787 - Fakturist(en)innen, Abrechner/innen;2;
2024-12-31;419;Wels;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;114;
2024-12-31;419;Wels;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);7;
2024-12-31;419;Wels;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;8;
2024-12-31;419;Wels;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;14;
2024-12-31;419;Wels;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;20;
2024-12-31;419;Wels;B8001;B8001 - Ärzt(e)innen;2;
2024-12-31;419;Wels;B8011;B8011 - Zahnärzt(e)innen;1;
2024-12-31;419;Wels;B8031;B8031 - Tierärzt(e)innen;1;
2024-12-31;419;Wels;B8041;B8041 - Apotheker/innen, Pharmazeut(en)innen;2;
2024-12-31;419;Wels;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;48;
2024-12-31;419;Wels;B8076;B8076 - Masseur(e)innen;2;
2024-12-31;419;Wels;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);13;
2024-12-31;419;Wels;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;61;
2024-12-31;419;Wels;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;29;
2024-12-31;419;Wels;B8361;B8361 - Lehrer/innen anderer Art (ohne Turn-, Sportlehrer/innen);5;
2024-12-31;419;Wels;B8371;B8371 - Erzieher/innen;16;
2024-12-31;419;Wels;B8421;B8421 - Sozial-, Wirtschaftswissensch., wissensch. Statistiker/innen;3;
2024-12-31;419;Wels;B8671;B8671 - Modeschöpfer/innen, Kunstgewerbler/innen;1;
2024-12-31;419;Wels;B8701;B8701 - Intendant(en)innen und verwandte leitende Berufe;1;
2024-12-31;419;Wels;B8801;B8801 - Turn-, Sportberufe;2;
2024-12-31;421;Traun;B0261;B0261 - Gärtnergehilf(en)innen;2;
2024-12-31;421;Traun;B0268;B0268 - Sonstige Gartenarbeiter/innen;2;
2024-12-31;421;Traun;B0271;B0271 - Naturblumenbinder/innen;3;
2024-12-31;421;Traun;B1421;B1421 - Hafner/innen, Töpfer/innen, Ofensetzer/innen;1;
2024-12-31;421;Traun;B1601;B1601 - Maurer/innen;8;
2024-12-31;421;Traun;B1611;B1611 - Stukkateur(e)innen;5;
2024-12-31;421;Traun;B1631;B1631 - Zimmerer/innen;2;
2024-12-31;421;Traun;B1678;B1678 - Sonstige Tiefbauer/innen;7;
2024-12-31;421;Traun;B1701;B1701 - Dachdecker/innen;2;
2024-12-31;421;Traun;B1711;B1711 - Isolierer/innen;1;
2024-12-31;421;Traun;B1728;B1728 - Sonstige Bodenleger/innen;2;
2024-12-31;421;Traun;B1761;B1761 - Maler/innen, Anstreicher/innen;1;
2024-12-31;421;Traun;B1765;B1765 - Schilder-, Schriftenmaler/innen;4;
2024-12-31;421;Traun;B1767;B1767 - Lackierer/innen;14;
2024-12-31;421;Traun;B1771;B1771 - Glaser/innen;3;
2024-12-31;421;Traun;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;6;
2024-12-31;421;Traun;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;11;
2024-12-31;421;Traun;B1954;B1954 - Maschinenschlosser/innen;9;
2024-12-31;421;Traun;B1955;B1955 - Landmaschinenbauer/innen;4;
2024-12-31;421;Traun;B1958;B1958 - Sonstige Schlosser/innen;65;
2024-12-31;421;Traun;B1959;B1959 - Schlosserhelfer/innen;3;
2024-12-31;421;Traun;B1971;B1971 - Werkzeug-, Schnitt- und Stanzenmacher/innen;5;
2024-12-31;421;Traun;B2001;B2001 - Automaten-, Maschineneinrichter/innen, -einsteller/innen;1;
2024-12-31;421;Traun;B2021;B2021 - Dreher/innen;24;
2024-12-31;421;Traun;B2042;B2042 - Fräser/innen;3;
2024-12-31;421;Traun;B2088;B2088 - Sonstige Berufe der maschinellen Metallbearbeitung;3;
2024-12-31;421;Traun;B2105;B2105 - Karosserie-, Kühlerspengler/innen;5;
2024-12-31;421;Traun;B2108;B2108 - Sonstige Spengler/innen;1;
2024-12-31;421;Traun;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;19;
2024-12-31;421;Traun;B2161;B2161 - Schweißer/innen, Schneidbrenner/innen;23;
2024-12-31;421;Traun;B2201;B2201 - Kraftfahrzeugmechaniker/innen;28;
2024-12-31;421;Traun;B2208;B2208 - Sonstige Grobmechaniker/innen;13;
2024-12-31;421;Traun;B2209;B2209 - Grobmechanikerhelfer/innen;1;
2024-12-31;421;Traun;B2224;B2224 - Zahnprothesenmacher/innen;1;
2024-12-31;421;Traun;B2241;B2241 - Augenoptiker/innen;2;
2024-12-31;421;Traun;B2368;B2368 - Sonstige Metalloberflächenveredler/innen;1;
2024-12-31;421;Traun;B2388;B2388 - Sonstige Metallwarenmacher/innen, -montierer/innen;2;
2024-12-31;421;Traun;B2399;B2399 - Metallhilfsarbeiter/innen, -helfer/innen;2;
2024-12-31;421;Traun;B2405;B2405 - Elektromechaniker/innen;14;
2024-12-31;421;Traun;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;92;
2024-12-31;421;Traun;B2425;B2425 - Fernmeldemonteur(e)innen;2;
2024-12-31;421;Traun;B2429;B2429 - Elektroinstallateur-, Fernmeldemonteurhelfer/innen;2;
2024-12-31;421;Traun;B2488;B2488 - Sonstige Elektroberufe;1;
2024-12-31;421;Traun;B2502;B2502 - Holzmaschinenarbeiter/innen;5;
2024-12-31;421;Traun;B2509;B2509 - Sägehelfer/innen;1;
2024-12-31;421;Traun;B2511;B2511 - Bautischler/innen;7;
2024-12-31;421;Traun;B2513;B2513 - Bau- und Möbeltischler/innen;17;
2024-12-31;421;Traun;B2515;B2515 - Möbeltischler/innen;3;
2024-12-31;421;Traun;B3014;B3014 - Herren- und Damenschneider/innen;1;
2024-12-31;421;Traun;B3088;B3088 - Sonstige Textilnäher/innen;2;
2024-12-31;421;Traun;B3311;B3311 - Papier-, Pappenmacher/innen;2;
2024-12-31;421;Traun;B3501;B3501 - Chemiearbeiter/innen;3;
2024-12-31;421;Traun;B3548;B3548 - Sonstige Gummiarbeiter/innen;8;
2024-12-31;421;Traun;B3571;B3571 - Kunststoffverarbeiter/innen;2;
2024-12-31;421;Traun;B3631;B3631 - Bäcker/innen;8;
2024-12-31;421;Traun;B3641;B3641 - Zuckerbäcker/innen;4;
2024-12-31;421;Traun;B3647;B3647 - Süßwarenhersteller/innen;1;
2024-12-31;421;Traun;B3661;B3661 - Fleischer/innen;16;
2024-12-31;421;Traun;B3668;B3668 - Sonstige Fleischverarbeiter/innen (ohne Konservenhersteller);10;
2024-12-31;421;Traun;B3751;B3751 - Kaffeemittel-, andere Nahrungsmittelhersteller/innen;3;
2024-12-31;421;Traun;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;7;
2024-12-31;421;Traun;B3831;B3831 - Kranführer/innen, Aufzugsmaschinist(en)innen;1;
2024-12-31;421;Traun;B3835;B3835 - Erdbewegungs-, Baumaschinenführer/innen;6;
2024-12-31;421;Traun;B3851;B3851 - Bediener/innen anderer Güterbewegungsgeräte;28;
2024-12-31;421;Traun;B3901;B3901 - Warensortierer, -nachseher, -adjustierer, -verpacker (m./w.);46;
2024-12-31;421;Traun;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);47;
2024-12-31;421;Traun;B3999;B3999 - Hilfsarbeiter/innen (Helfer), soweit nicht anderw. eing.;26;
2024-12-31;421;Traun;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;22;
2024-12-31;421;Traun;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;32;
2024-12-31;421;Traun;B4012;B4012 - Händler/innen und Verkäufer/innen von Elektrowaren;1;
2024-12-31;421;Traun;B4014;B4014 - Händler/innen,Verk.v.Parfümerien, Wasch-, Haush., Farben, Lack;1;
2024-12-31;421;Traun;B4015;B4015 - Tabakverschleißer/innen, -verkäufer/innen;1;
2024-12-31;421;Traun;B4016;B4016 - Warenhausverkäufer/innen;7;
2024-12-31;421;Traun;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;90;
2024-12-31;421;Traun;B4061;B4061 - Tankstellenwart(e)innen;4;
2024-12-31;421;Traun;B4071;B4071 - Einkäufer/innen;4;
2024-12-31;421;Traun;B4101;B4101 - Handelsvertreter/innen;14;
2024-12-31;421;Traun;B4141;B4141 - Werbefachleute (m./w.);13;
2024-12-31;421;Traun;B4151;B4151 - Konsumentenberater/innen;4;
2024-12-31;421;Traun;B4161;B4161 - Versicherungsvermittler/innen, -vertreter/innen;3;
2024-12-31;421;Traun;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;33;
2024-12-31;421;Traun;B4405;B4405 - Flugsicherungs-, andere Luftverkehrsberufe;1;
2024-12-31;421;Traun;B4501;B4501 - Telegrafist(en)innen, Telefonist(en)innen;1;
2024-12-31;421;Traun;B4531;B4531 - Postverkehrsfachbedienstete (m./w.);19;
2024-12-31;421;Traun;B4601;B4601 - Speditionsfachleute (m./w.);10;
2024-12-31;421;Traun;B5001;B5001 - Hoteliers (m./w.), Gastwirt(e)innen und verw. leit. Berufe;6;
2024-12-31;421;Traun;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;11;
2024-12-31;421;Traun;B5121;B5121 - Kellner/innen;25;
2024-12-31;421;Traun;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;14;
2024-12-31;421;Traun;B5201;B5201 - Gaststättenköch(e)innen;16;
2024-12-31;421;Traun;B5251;B5251 - Kochgehilf(en)innen;14;
2024-12-31;421;Traun;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;4;
2024-12-31;421;Traun;B5301;B5301 - Haushälter/innen und verwandte Berufe;1;
2024-12-31;421;Traun;B5303;B5303 - Hausgehilf(en)innen;6;
2024-12-31;421;Traun;B5436;B5436 - Reinigungskräfte (m./w.);33;
2024-12-31;421;Traun;B5608;B5608 - Sonstige Reinigungsberufe;1;
2024-12-31;421;Traun;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;10;
2024-12-31;421;Traun;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;4;
2024-12-31;421;Traun;B5751;B5751 - Friseur-, Kosmetikhilfskräfte (m./w.) und verwandte Berufe;1;
2024-12-31;421;Traun;B5901;B5901 - Portier(e)innen, Wächter/innen;2;
2024-12-31;421;Traun;B5988;B5988 - Sonstige Dienstleistungsberufe;1;
2024-12-31;421;Traun;B6121;B6121 - Diplomingenieur(e)innen für Bauwesen;1;
2024-12-31;421;Traun;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;6;
2024-12-31;421;Traun;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;14;
2024-12-31;421;Traun;B6201;B6201 - Diplomingenieur(e)innen für Maschinenbau;3;
2024-12-31;421;Traun;B6205;B6205 - Techniker/innen mit höherer Ausbildung (Ing.) f. Maschinenbau;15;
2024-12-31;421;Traun;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;29;
2024-12-31;421;Traun;B6241;B6241 - Diplomingenieur(e)innen für Starkstromtechnik;1;
2024-12-31;421;Traun;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;5;
2024-12-31;421;Traun;B6248;B6248 - Sonstige Techniker/innen für Starkstromtechnik;20;
2024-12-31;421;Traun;B6275;B6275 - Techniker/innen m. höh. Ausb. f. Schwachstr.- u. Nachrichtent.;1;
2024-12-31;421;Traun;B6278;B6278 - Sonst. Techniker/innen f. Schwachstrom- u. Nachrichtentechnik;4;
2024-12-31;421;Traun;B6301;B6301 - Diplomingenieur(e)innen für technische Chemie, Chemiker/innen;2;
2024-12-31;421;Traun;B6308;B6308 - Sonstige Techniker/innen für technische Chemie;1;
2024-12-31;421;Traun;B6321;B6321 - Diplomingenieur(e)innen für Gärungstechnik;1;
2024-12-31;421;Traun;B6325;B6325 - Techniker/innen m. höherer Ausbildung (Ing.) f. Gärungstechnik;1;
2024-12-31;421;Traun;B6451;B6451 - Diplomingenieur(e)innen für Wirtschaftswesen;2;
2024-12-31;421;Traun;B6455;B6455 - Techn. m. höh. Ausbildung (Ing.) f. Wirtschaftswesen (m./w.);1;
2024-12-31;421;Traun;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;19;
2024-12-31;421;Traun;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;12;
2024-12-31;421;Traun;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);15;
2024-12-31;421;Traun;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;24;
2024-12-31;421;Traun;B6495;B6495 - Techn. mit höh. Ausb. sow. nicht anderw. eingeordnet (m./w.);1;
2024-12-31;421;Traun;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;17;
2024-12-31;421;Traun;B6636;B6636 - Physikalisch-technische Sonderberufe;1;
2024-12-31;421;Traun;B6656;B6656 - Chemielaborant(en)innen, Stoffprüfer/innen (Chemie);1;
2024-12-31;421;Traun;B6806;B6806 - Grafische Zeichner/innen;3;
2024-12-31;421;Traun;B6826;B6826 - Technische Zeichner/innen;5;
2024-12-31;421;Traun;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;2;
2024-12-31;421;Traun;B7301;B7301 - Öffentliche Sicherheitsorgane (m./w.);5;
2024-12-31;421;Traun;B7341;B7341 - Berufsfeuerwehrleute (m./w.);2;
2024-12-31;421;Traun;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;4;
2024-12-31;421;Traun;B7561;B7561 - Wirtschaftstreuhänder/innen;5;
2024-12-31;421;Traun;B7568;B7568 - Sonstige Wirtschaftsberater/innen;2;
2024-12-31;421;Traun;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;50;
2024-12-31;421;Traun;B7701;B7701 - Buchhalter/innen;21;
2024-12-31;421;Traun;B7712;B7712 - Laden-, Eintrittskartenkassier(e)innen;15;
2024-12-31;421;Traun;B7781;B7781 - Kalkulant(en)innen;2;
2024-12-31;421;Traun;B7785;B7785 - Lohn-, Gehaltsverrechner/innen;3;
2024-12-31;421;Traun;B7787;B7787 - Fakturist(en)innen, Abrechner/innen;2;
2024-12-31;421;Traun;B7801;B7801 - Industrie-, Gewerbekaufleute (m./w.), Kontorist(en)innen;70;
2024-12-31;421;Traun;B7811;B7811 - Bank-, Sparkassen-, Privatversicherungsfachleute (m./w.);2;
2024-12-31;421;Traun;B7821;B7821 - Korrespondent(en)innen, Bürosekretär(e)innen;7;
2024-12-31;421;Traun;B7841;B7841 - Büroberufe, Verwaltungshilfsberufe;6;
2024-12-31;421;Traun;B7871;B7871 - Magazin-, Lagerfachleute (m./w.), Expedient(en)innen;21;
2024-12-31;421;Traun;B8001;B8001 - Ärzt(e)innen;360;
2024-12-31;421;Traun;B8061;B8061 - Dipl. Krankenpfleger, -schwestern;30;
2024-12-31;421;Traun;B8076;B8076 - Masseur(e)innen;2;
2024-12-31;421;Traun;B8078;B8078 - Sonstige medizinisch-technische Fachkräfte (m./w.);7;
2024-12-31;421;Traun;B8081;B8081 - Nicht diplomierte Krankenpfleger/innen und verwandte Berufe;16;
2024-12-31;421;Traun;B8101;B8101 - Fürsorger/innen, Sozialarbeiter/innen;16;
2024-12-31;421;Traun;B8288;B8288 - Sonstige Seelsorge- und Kulthelfer/innen;1;
2024-12-31;421;Traun;B8371;B8371 - Erzieher/innen;13;
2024-12-31;421;Traun;B8421;B8421 - Sozial-, Wirtschaftswissensch., wissensch. Statistiker/innen;4;
2024-12-31;421;Traun;B8448;B8448 - Sonstige Wissenschafter/innen;1;
2024-12-31;421;Traun;B8501;B8501 - Schriftsteller/innen, Journalist(en)innen;4;
2024-12-31;421;Traun;B8641;B8641 - Bühnen-, Filmausstatter/innen, Raumgestalter/innen;1;
2024-12-31;421;Traun;B8801;B8801 - Turn-, Sportberufe;2;
2024-12-31;501;Bischofshofen;B0271;B0271 - Naturblumenbinder/innen;2;
2024-12-31;501;Bischofshofen;B1601;B1601 - Maurer/innen;3;
2024-12-31;501;Bischofshofen;B1631;B1631 - Zimmerer/innen;4;
2024-12-31;501;Bischofshofen;B1641;B1641 - Betonbauer/innen;3;
2024-12-31;501;Bischofshofen;B1651;B1651 - Eisenbieger/innen, -flechter/innen;2;
2024-12-31;501;Bischofshofen;B1675;B1675 - Gleisbauer/innen;2;
2024-12-31;501;Bischofshofen;B1701;B1701 - Dachdecker/innen;2;
2024-12-31;501;Bischofshofen;B1721;B1721 - Platten-, Fliesenleger/innen;4;
2024-12-31;501;Bischofshofen;B1761;B1761 - Maler/innen, Anstreicher/innen;3;
2024-12-31;501;Bischofshofen;B1767;B1767 - Lackierer/innen;2;
2024-12-31;501;Bischofshofen;B1799;B1799 - Bauhilfsarbeiter/innen, -helfer/innen, Erdarbeiter/innen;1;
2024-12-31;501;Bischofshofen;B1855;B1855 - Eisen-, Metallgießer/innen;1;
2024-12-31;501;Bischofshofen;B1951;B1951 - Bau-, Blech-, Konstruktionsschlosser/innen;2;
2024-12-31;501;Bischofshofen;B1954;B1954 - Maschinenschlosser/innen;2;
2024-12-31;501;Bischofshofen;B1955;B1955 - Landmaschinenbauer/innen;2;
2024-12-31;501;Bischofshofen;B1958;B1958 - Sonstige Schlosser/innen;5;
2024-12-31;501;Bischofshofen;B2021;B2021 - Dreher/innen;4;
2024-12-31;501;Bischofshofen;B2042;B2042 - Fräser/innen;1;
2024-12-31;501;Bischofshofen;B2101;B2101 - Bauspengler;2;
2024-12-31;501;Bischofshofen;B2105;B2105 - Karosserie-, Kühlerspengler/innen;3;
2024-12-31;501;Bischofshofen;B2108;B2108 - Sonstige Spengler/innen;1;
2024-12-31;501;Bischofshofen;B2121;B2121 - Rohrinstallateur(e)innen, -monteur(e)innen;5;
2024-12-31;501;Bischofshofen;B2201;B2201 - Kraftfahrzeugmechaniker/innen;7;
2024-12-31;501;Bischofshofen;B2208;B2208 - Sonstige Grobmechaniker/innen;10;
2024-12-31;501;Bischofshofen;B2209;B2209 - Grobmechanikerhelfer/innen;1;
2024-12-31;501;Bischofshofen;B2223;B2223 - Bandagist(en)innen, Orthopädiemechaniker/innen;1;
2024-12-31;501;Bischofshofen;B2224;B2224 - Zahnprothesenmacher/innen;4;
2024-12-31;501;Bischofshofen;B2388;B2388 - Sonstige Metallwarenmacher/innen, -montierer/innen;1;
2024-12-31;501;Bischofshofen;B2405;B2405 - Elektromechaniker/innen;2;
2024-12-31;501;Bischofshofen;B2421;B2421 - Elektroinstallateur(e)innen, -monteur(e)innen;21;
2024-12-31;501;Bischofshofen;B2502;B2502 - Holzmaschinenarbeiter/innen;1;
2024-12-31;501;Bischofshofen;B2511;B2511 - Bautischler/innen;1;
2024-12-31;501;Bischofshofen;B2513;B2513 - Bau- und Möbeltischler/innen;8;
2024-12-31;501;Bischofshofen;B2515;B2515 - Möbeltischler/innen;1;
2024-12-31;501;Bischofshofen;B2556;B2556 - Ski-, Rodelerzeuger/innen;3;
2024-12-31;501;Bischofshofen;B3011;B3011 - Herrenschneider/innen;1;
2024-12-31;501;Bischofshofen;B3021;B3021 - Oberbekleidungsarbeiter/innen (Kleidernäher/innen);2;
2024-12-31;501;Bischofshofen;B3631;B3631 - Bäcker/innen;8;
2024-12-31;501;Bischofshofen;B3641;B3641 - Zuckerbäcker/innen;3;
2024-12-31;501;Bischofshofen;B3661;B3661 - Fleischer/innen;2;
2024-12-31;501;Bischofshofen;B3711;B3711 - Brauer/innen, Mälzer/innen;1;
2024-12-31;501;Bischofshofen;B3751;B3751 - Kaffeemittel-, andere Nahrungsmittelhersteller/innen;1;
2024-12-31;501;Bischofshofen;B3801;B3801 - Maschinist(en)innen, Wärter/innen an Kraftmaschinen;6;
2024-12-31;501;Bischofshofen;B3831;B3831 - Kranführer/innen, Aufzugsmaschinist(en)innen;2;
2024-12-31;501;Bischofshofen;B3851;B3851 - Bediener/innen anderer Güterbewegungsgeräte;2;
2024-12-31;501;Bischofshofen;B3901;B3901 - Warensortierer, -nachseher, -adjustierer, -verpacker (m./w.);24;
2024-12-31;501;Bischofshofen;B3951;B3951 - Magazin-, Lagerarbeiter, Verlader, Warenzusteller, (m./w.);12;
2024-12-31;501;Bischofshofen;B3999;B3999 - Hilfsarbeiter/innen (Helfer), soweit nicht anderw. eing.;3;
2024-12-31;501;Bischofshofen;B4005;B4005 - Händler/innen und Verk. von Textil- und Bekleidungswaren;4;
2024-12-31;501;Bischofshofen;B4006;B4006 - Händler/innen und Verkäufer/innen von Schuhen;1;
2024-12-31;501;Bischofshofen;B4007;B4007 - Händler/innen u.Verkäufer/innen v. Lebens- und Genußmitteln;46;
2024-12-31;501;Bischofshofen;B4016;B4016 - Warenhausverkäufer/innen;4;
2024-12-31;501;Bischofshofen;B4018;B4018 - Sonstige Händler/innen u. Verkäufer/innen;70;
2024-12-31;501;Bischofshofen;B4061;B4061 - Tankstellenwart(e)innen;5;
2024-12-31;501;Bischofshofen;B4101;B4101 - Handelsvertreter/innen;4;
2024-12-31;501;Bischofshofen;B4141;B4141 - Werbefachleute (m./w.);5;
2024-12-31;501;Bischofshofen;B4161;B4161 - Versicherungsvermittler/innen, -vertreter/innen;1;
2024-12-31;501;Bischofshofen;B4221;B4221 - Lokomotivführer/innen, -heizer/innen;1;
2024-12-31;501;Bischofshofen;B4271;B4271 - Bahnberufe anderer Art;33;
2024-12-31;501;Bischofshofen;B4281;B4281 - Fuhrwerksunternehmer/innen, Kraftfahrer/innen;25;
2024-12-31;501;Bischofshofen;B5001;B5001 - Hoteliers (m./w.), Gastwirt(e)innen und verw. leit. Berufe;1;
2024-12-31;501;Bischofshofen;B5101;B5101 - Wirtschafter/innen, and. Hotel-, Gaststättenfachl., Heimverw.;33;
2024-12-31;501;Bischofshofen;B5121;B5121 - Kellner/innen;139;
2024-12-31;501;Bischofshofen;B5131;B5131 - Büffet-, Schankkräfte (m./w.), Küchenansager/innen;15;
2024-12-31;501;Bischofshofen;B5141;B5141 - Stubenmädchen/-burschen;73;
2024-12-31;501;Bischofshofen;B5153;B5153 - Hoteldiener/innen und verwandte Berufe;1;
2024-12-31;501;Bischofshofen;B5201;B5201 - Gaststättenköch(e)innen;105;
2024-12-31;501;Bischofshofen;B5251;B5251 - Kochgehilf(en)innen;55;
2024-12-31;501;Bischofshofen;B5255;B5255 - Geschirreiniger/innen, Eßzeugputzer/innen;12;
2024-12-31;501;Bischofshofen;B5301;B5301 - Haushälter/innen und verwandte Berufe;1;
2024-12-31;501;Bischofshofen;B5303;B5303 - Hausgehilf(en)innen;1;
2024-12-31;501;Bischofshofen;B5351;B5351 - Hauswart(e)innen;5;
2024-12-31;501;Bischofshofen;B5436;B5436 - Reinigungskräfte (m./w.);46;
2024-12-31;501;Bischofshofen;B5601;B5601 - Kanal-, Straßenreiniger/innen, Müllabträger/innen;1;
2024-12-31;501;Bischofshofen;B5608;B5608 - Sonstige Reinigungsberufe;1;
2024-12-31;501;Bischofshofen;B5701;B5701 - Friseur(e)innen, Maskenbildner/innen;6;
2024-12-31;501;Bischofshofen;B5711;B5711 - Kosmetiker/innen, Hand-, Fußpfleger/innen;4;
2024-12-31;501;Bischofshofen;B5771;B5771 - Badewärter/innen;6;
2024-12-31;501;Bischofshofen;B5901;B5901 - Portier(e)innen, Wächter/innen;4;
2024-12-31;501;Bischofshofen;B5921;B5921 - Buchmacher/innen, Croupiers (m./w.) und verwandte Berufe;1;
2024-12-31;501;Bischofshofen;B5988;B5988 - Sonstige Dienstleistungsberufe;1;
2024-12-31;501;Bischofshofen;B6125;B6125 - Techniker/innen mit höherer Ausbildung (Ing.) für Bauwesen;1;
2024-12-31;501;Bischofshofen;B6128;B6128 - Sonstige Techniker/innen für Bauwesen;3;
2024-12-31;501;Bischofshofen;B6208;B6208 - Sonstige Techniker/innen für Maschinenbau;3;
2024-12-31;501;Bischofshofen;B6245;B6245 - Techniker/innen mit höherer Ausb. (Ing.) für Starkstromtechnik;1;
2024-12-31;501;Bischofshofen;B6308;B6308 - Sonstige Techniker/innen für technische Chemie;1;
2024-12-31;501;Bischofshofen;B6458;B6458 - Sonstige Techniker/innen für Wirtschaftswesen;1;
2024-12-31;501;Bischofshofen;B6471;B6471 - Diplomingenieur(e)innen für Datenverarbeitung;2;
2024-12-31;501;Bischofshofen;B6475;B6475 - Techn. m. höh. Ausbild. (Ing.) f. Datenverarbeitung (m./w.);2;
2024-12-31;501;Bischofshofen;B6478;B6478 - Sonstige Techniker/innen für Datenverarbeitung;10;
2024-12-31;501;Bischofshofen;B6498;B6498 - Sonstige Techniker/innen soweit nicht anderw. eingeordnet;5;
2024-12-31;501;Bischofshofen;B6826;B6826 - Technische Zeichner/innen;3;
2024-12-31;501;Bischofshofen;B7101;B7101 - Verwaltungsfachbedienstete (m./w.) des öffentlichen Dienstes;1;
2024-12-31;501;Bischofshofen;B7301;B7301 - Öffentliche Sicherheitsorgane (m./w.);1;
2024-12-31;501;Bischofshofen;B7531;B7531 - Rechtskonsulent(en)innen, Jurist(en)innen;1;
2024-12-31;501;Bischofshofen;B7601;B7601 - Tätige Betriebsinh., Direkt., Geschäftsl. u. verw. Berufe (m/w;14;
2024-12-31;501;Bischofshofen;B7701;B7701 - Buchhalter/innen;8;
